chapter,KJV,BBE
Proverbs20,"Wine is a mocker, strong drink is raging: and whosoever is deceived thereby is not wise. The fear of a king is as the roaring of a lion: whoso provoketh him to anger sinneth against his own soul.","Wine makes men foolish, and strong drink makes men come to blows; and whoever comes into error through these is not wise. The wrath of a king is like the loud cry of a lion: he who makes him angry does wrong against himself."
Proverbs21,"The king's heart is in the hand of the Lord, as the rivers of water: he turneth it whithersoever he will. Every way of a man is right in his own eyes: but the Lord pondereth the hearts.","The king's heart in the hands of the Lord is like the water streams, and by him it is turned in any direction at his pleasure. Every way of a man seems right to himself, but the Lord is the tester of hearts."
Proverbs22,"A good name is rather to be chosen than great riches, and loving favour rather than silver and gold. The rich and poor meet together: the Lord is the maker of them all.","A good name is more to be desired than great wealth, and to be respected is better than silver and gold. The man of wealth and the poor man come face to face: the Lord is the maker of them all."
Proverbs23,"When thou sittest to eat with a ruler, consider diligently what is before thee: And put a knife to thy throat, if thou be a man given to appetite. Be not desirous of his dainties: for they are deceitful meat.","When you take your seat at the feast with a ruler, give thought with care to what is before you; And put a knife to your throat, if you have a strong desire for food. Have no desire for his delicate food, for it is the bread of deceit."
Proverbs24,"Be not thou envious against evil men, neither desire to be with them. For their heart studieth destruction, and their lips talk of mischief.","Have no envy for evil men, or any desire to be with them: For the purposes of their hearts are destruction, and their lips are talking of trouble. The building of a house is by wisdom, and by reason it is made strong: And by knowledge its rooms are full of all dear and pleasing things."
Proverbs25,"These are also proverbs of Solomon, which the men of Hezekiah king of Judah copied out. It is the glory of God to conceal a thing: but the honour of kings is to search out a matter.","These are more wise sayings of Solomon, copied out by the men of Hezekiah, king of Judah. It is the glory of God to keep a thing secret: but the glory of kings is to have it searched out."
Proverbs26,"As snow in summer, and as rain in harvest, so honour is not seemly for a fool. As the bird by wandering, as the swallow by flying, so the curse causeless shall not come.","Like snow in summer and rain when the grain is being cut, so honour is not natural for the foolish. As the sparrow in her wandering and the swallow in her flight, so the curse does not come without a cause."
Proverbs27,"Boast not thyself of to morrow; for thou knowest not what a day may bring forth. Let another man praise thee, and not thine own mouth; a stranger, and not thine own lips.","Do not make a noise about tomorrow, for you are not certain what a day's outcome may be. Let another man give you praise, and not your mouth; one who is strange to you, and not your lips."
Proverbs28,The wicked flee when no man pursueth: but the righteous are bold as a lion. For the transgression of a land many are the princes thereof: but by a man of understanding and knowledge the state thereof shall be prolonged.,"The evil man goes running away when no man is after him, but the upright are without fear, like the lion. Because of the sin of the land, its troubles are increased; but by a man of wisdom and knowledge they will be put out like a fire."
Proverbs29,"He, that being often reproved hardeneth his neck, shall suddenly be destroyed, and that without remedy. When the righteous are in authority, the people rejoice: but when the wicked beareth rule, the people mourn.","A man hating sharp words and making his heart hard, will suddenly be broken and will not be made well again. When the upright have power, the people are glad; when an evil man is ruler, grief comes on the people."
Proverbs3,"My son, forget not my law; but let thine heart keep my commandments: For length of days, and long life, and peace, shall they add to thee. Let not mercy and truth forsake thee: bind them about thy neck; write them upon the table of thine heart: So shalt thou find favour and good understanding in the sight of God and man.","My son, keep my teaching in your memory, and my rules in your heart: For they will give you increase of days, years of life, and peace. Let not mercy and good faith go from you; let them be hanging round your neck, recorded on your heart; So you will have grace and a good name in the eyes of God and men."
Proverbs30,"The words of Agur the son of Jakeh, even the prophecy: the man spake unto Ithiel, even unto Ithiel and Ucal, Surely I am more brutish than any man, and have not the understanding of a man. I neither learned wisdom, nor have the knowledge of the holy.","The words of Agur, the son of Jakeh, from Massa. The man says: I am full of weariness, O God, I am full of weariness; O God, I have come to an end: For I am more like a beast than any man, I have no power of reasoning like a man: I have not got wisdom by teaching, so that I might have the knowledge of the Holy One."
Proverbs31,"The words of king Lemuel, the prophecy that his mother taught him. What, my son?","The words of Lemuel, king of Massa: the teaching which he had from his mother. What am I to say to you, O Lemuel, my oldest son?"
Proverbs4,"Hear, ye children, the instruction of a father, and attend to know understanding. For I give you good doctrine, forsake ye not my law.","Give ear, my sons, to the teaching of a father; give attention so that you may have knowledge: For I give you good teaching; do not give up the knowledge you are getting from me. For I was a son to my father, a gentle and an only one to my mother."
Proverbs5,"My son, attend unto my wisdom, and bow thine ear to my understanding: That thou mayest regard discretion, and that thy lips may keep knowledge. For the lips of a strange woman drop as an honeycomb, and her mouth is smoother than oil: But her end is bitter as wormwood, sharp as a two-edged sword.","My son, give attention to my wisdom; let your ear be turned to my teaching: So that you may be ruled by a wise purpose, and your lips may keep knowledge. For honey is dropping from the lips of the strange woman, and her mouth is smoother than oil; But her end is bitter as wormwood, and sharp as a two-edged sword; Her feet go down to death, and her steps to the underworld; She never keeps her mind on the road of life; her ways are uncertain, she has no knowledge."
Proverbs6,"My son, if thou be surety for thy friend, if thou hast stricken thy hand with a stranger, Thou art snared with the words of thy mouth, thou art taken with the words of thy mouth. Do this now, my son, and deliver thyself, when thou art come into the hand of thy friend; go, humble thyself, and make sure thy friend.","My son, if you have made yourself responsible for your neighbour, or given your word for another, You are taken as in a net by the words of your mouth, the sayings of your lips have overcome you. Do this, my son, and make yourself free, because you have come into the power of your neighbour; go without waiting, and make a strong request to your neighbour."
Proverbs7,"My son, keep my words, and lay up my commandments with thee. Keep my commandments, and live; and my law as the apple of thine eye.","My son, keep my sayings, and let my rules be stored up with you. Keep my rules and you will have life; let my teaching be to you as the light of your eyes; Let them be fixed to your fingers, and recorded in your heart."
Proverbs8,Doth not wisdom cry? and understanding put forth her voice?,"Is not wisdom crying out, and the voice of knowledge sounding? At the top of the highways, at the meeting of the roads, she takes her place; Where the roads go into the town her cry goes out, at the doorways her voice is loud: I am crying out to you, O men; my voice comes to the sons of men."
Proverbs9,"Wisdom hath builded her house, she hath hewn out her seven pillars: She hath killed her beasts; she hath mingled her wine; she hath also furnished her table. She hath sent forth her maidens: she crieth upon the highest places of the city, Whoso is simple, let him turn in hither: as for him that wanteth understanding, she saith to him, Come, eat of my bread, and drink of the wine which I have mingled.","Wisdom has made her house, putting up her seven pillars. She has put her fat beasts to death; her wine is mixed, her table is ready."
Revelation1,"The Revelation of Jesus Christ, which God gave unto him, to shew unto his servants things which must shortly come to pass; and he sent and signified it by his angel unto his servant John: Who bare record of the word of God, and of the testimony of Jesus Christ, and of all things that he saw. Blessed is he that readeth, and they that hear the words of this prophecy, and keep those things which are written therein: for the time is at hand.","The Revelation of Jesus Christ which God gave him so that his servants might have knowledge of the things which will quickly take place: and he sent and made it clear by his angel to his servant John; Who gave witness of the word of God, and of the witness of Jesus Christ, even of all the things which he saw. A blessing be on the reader, and on those who give ear to the prophet's words, and keep the things which he has put in the book: for the time is near."
Revelation10,"And I saw another mighty angel come down from heaven, clothed with a cloud: and a rainbow was upon his head, and his face was as it were the sun, and his feet as pillars of fire: And he had in his hand a little book open: and he set his right foot upon the sea, and his left foot on the earth, And cried with a loud voice, as when a lion roareth: and when he had cried, seven thunders uttered their voices. And when the seven thunders had uttered their voices, I was about to write: and I heard a voice from heaven saying unto me, Seal up those things which the seven thunders uttered, and write them not.","And I saw another strong angel coming down out of heaven, clothed with a cloud; and an arch of coloured light was round his head, and his face was like the sun, and his feet like pillars of fire; And he had in his hand a little open book: and he put his right foot on the sea, and his left on the earth; And he gave a loud cry, like the angry voice of a lion: and at his cry the voices of the seven thunders were sounding. And when the seven thunders had given out their voices, I was about to put their words down: and a voice from heaven came to my ears, saying, Keep secret the things which the seven thunders said, and do not put them in writing."
Revelation11,"And there was given me a reed like unto a rod: and the angel stood, saying, Rise, and measure the temple of God, and the altar, and them that worship therein. But the court which is without the temple leave out, and measure it not; for it is given unto the Gentiles: and the holy city shall they tread under foot forty and two months.","And there was given to me a measuring rod: and one said, Go up and take the measure of the house of God, and the altar, and the worshippers in it. But do not take the measure of the space outside the house; because it has been given to the nations: and the holy town will be under their feet for forty-two months."
Revelation12,"And there appeared a great wonder in heaven; a woman clothed with the sun, and the moon under her feet, and upon her head a crown of twelve stars: And she being with child cried, travailing in birth, and pained to be delivered. And there appeared another wonder in heaven; and behold a great red dragon, having seven heads and ten horns, and seven crowns upon his heads.","And a great sign was seen in heaven: a A woman clothed with the sun, and with the moon under her feet, and on her head a crown of twelve stars. And she was with child; and she gave a cry, in the pains of childbirth."
Revelation13,"And I stood upon the sand of the sea, and saw a beast rise up out of the sea, having seven heads and ten horns, and upon his horns ten crowns, and upon his heads the name of blasphemy. And the beast which I saw was like unto a leopard, and his feet were as the feet of a bear, and his mouth as the mouth of a lion: and the dragon gave him his power, and his seat, and great authority.","And he took his place on the sand of the sea. And I saw a beast coming up out of the sea, having ten horns and seven heads, and on his horns ten crowns, and on his heads unholy names."
Revelation14,"And I looked, and, lo, a Lamb stood on the mount Sion, and with him an hundred forty and four thousand, having his Father's name written in their foreheads. And I heard a voice from heaven, as the voice of many waters, and as the voice of a great thunder: and I heard the voice of harpers harping with their harps: And they sung as it were a new song before the throne, and before the four beasts, and the elders: and no man could learn that song but the hundred and forty and four thousand, which were redeemed from the earth.","And I saw the Lamb on the mountain of Zion, and with him a hundred and forty-four thousand, marked on their brows with his name and the name of his Father. And a voice from heaven came to my ears, like the sound of great waters, and the sound of loud thunder: and the voice which came to me was like the sound of players, playing on instruments of music."
Revelation15,"And I saw another sign in heaven, great and marvellous, seven angels having the seven last plagues; for in them is filled up the wrath of God. And I saw as it were a sea of glass mingled with fire: and them that had gotten the victory over the beast, and over his image, and over his mark, and over the number of his name, stand on the sea of glass, having the harps of God.","And I saw another sign in heaven, great and strange; seven angels having the seven last punishments, for in them the wrath of God is complete. And I saw a sea which seemed like glass mixed with fire; and those who had overcome the beast and his image and the number of his name, were in their places by the sea of glass, with God's instruments of music in their hands."
Revelation16,"And I heard a great voice out of the temple saying to the seven angels, Go your ways, and pour out the vials of the wrath of God upon the earth. And the first went, and poured out his vial upon the earth; and there fell a noisome and grievous sore upon the men which had the mark of the beast, and upon them which worshipped his image.","And a great voice out of the house of God came to my ears, saying to the seven angels, Go, and let that which is in the seven vessels of the wrath of God come down on the earth. And the first went, and let what was in his vessel come down on the earth; and it became an evil poisoning wound on the men who had the mark of the beast, and who gave worship to his image."
Revelation17,"And there came one of the seven angels which had the seven vials, and talked with me, saying unto me, Come hither; I will shew unto thee the judgment of the great whore that sitteth upon many waters: With whom the kings of the earth have committed fornication, and the inhabitants of the earth have been made drunk with the wine of her fornication. So he carried me away in the spirit into the wilderness: and I saw a woman sit upon a scarlet coloured beast, full of names of blasphemy, having seven heads and ten horns.","And one of the seven angels who had the seven vessels came and said to me, Come here, so that you may see the judging of the evil woman who is seated on the great waters; With whom the kings of the earth made themselves unclean, and those who are on the earth were full of the wine of her evil desires. And he took me away in the Spirit into a waste land: and I saw a woman seated on a bright red beast, full of evil names, having seven heads and ten horns, And the woman was clothed in purple and bright red, with ornaments of gold and stones of great price and jewels; and in her hand was a gold cup full of evil things and her unclean desires; And on her brow was a name, SECRET, BABYLON THE GREAT, THE MOTHER OF THE EVIL WOMEN AND OF THE UNCLEAN THINGS OF THE EARTH."
Revelation18,"And after these things I saw another angel come down from heaven, having great power; and the earth was lightened with his glory. And he cried mightily with a strong voice, saying, Babylon the great is fallen, is fallen, and is become the habitation of devils, and the hold of every foul spirit, and a cage of every unclean and hateful bird.","After these things I saw another angel coming down out of heaven, having great authority; and the earth was bright with his glory. And he gave a loud cry, saying, Babylon the great has come down from her high place, she has come to destruction and has become a place of evil spirits, and of every unclean spirit, and a hole for every unclean and hated bird."
Revelation19,"And after these things I heard a great voice of much people in heaven, saying, Alleluia; Salvation, and glory, and honour, and power, unto the Lord our God: For true and righteous are his judgments: for he hath judged the great whore, which did corrupt the earth with her fornication, and hath avenged the blood of his servants at her hand. And again they said, Alleluia And her smoke rose up for ever and ever.","After these things there came to my ears a sound like the voice of a great band of people in heaven, saying, Praise to the Lord; salvation and glory and power be to our God: For true and upright are his decisions; for by him has the evil woman been judged, who made the earth unclean with the sins of her body; and he has given her punishment for the blood of his servants. And again they said, Praise to the Lord."
Revelation2,"Unto the angel of the church of Ephesus write; These things saith he that holdeth the seven stars in his right hand, who walketh in the midst of the seven golden candlesticks; I know thy works, and thy labour, and thy patience, and how thou canst not bear them which are evil: and thou hast tried them which say they are apostles, and are not, and hast found them liars: And hast borne, and hast patience, and for my name's sake hast laboured, and hast not fainted. Nevertheless I have somewhat against thee, because thou hast left thy first love.","To the angel of the church in Ephesus say: These things says he who has the seven stars in his right hand, who is walking in the middle of the seven gold lights: I have knowledge of your doings, and of your hard work and long waiting, and that you will not put up with evil men, and have put to the test those who say they are Apostles and are not, and have seen that they are false; And you have the power of waiting, and have undergone trouble because of my name, without weariness. But I have this against you, that you are turned away from your first love."
Revelation20,"And I saw an angel come down from heaven, having the key of the bottomless pit and a great chain in his hand. And he laid hold on the dragon, that old serpent, which is the Devil, and Satan, and bound him a thousand years, And cast him into the bottomless pit, and shut him up, and set a seal upon him, that he should deceive the nations no more, till the thousand years should be fulfilled: and after that he must be loosed a little season.","And I saw an angel coming down out of heaven, having the key of the great deep and a great chain in his hand. And he took the dragon, the old snake, which is the Evil One and Satan, and put chains on him for a thousand years, And put him into the great deep, and it was shut and locked over him, so that he might put the nations in error no longer, till the thousand years were ended: after this he will be let loose for a little time."
Revelation21,"And I saw a new heaven and a new earth: for the first heaven and the first earth were passed away; and there was no more sea. And I John saw the holy city, new Jerusalem, coming down from God out of heaven, prepared as a bride adorned for her husband.","And I saw a new heaven and a new earth: for the first heaven and the first earth were gone; and there was no more sea. And I saw the holy town, new Jerusalem, coming down out of heaven from God, like a bride made beautiful for her husband."
Revelation22,"And he shewed me a pure river of water of life, clear as crystal, proceeding out of the throne of God and of the Lamb. In the midst of the street of it, and on either side of the river, was there the tree of life, which bare twelve manner of fruits, and yielded her fruit every month: and the leaves of the tree were for the healing of the nations.","And I saw a river of water of life, clear as glass, coming out of the high seat of God and of the Lamb, In the middle of its street. And on this side of the river and on that was the tree of life, having twelve sorts of fruits, giving its fruit every month; and the leaves of the tree give life to the nations."
Revelation3,"And unto the angel of the church in Sardis write; These things saith he that hath the seven Spirits of God, and the seven stars; I know thy works, that thou hast a name that thou livest, and art dead. Be watchful, and strengthen the things which remain, that are ready to die: for I have not found thy works perfect before God.","And to the angel of the church in Sardis say: These things says he who has the seven Spirits of God and the seven stars: I have knowledge of your works, that you seem to be living but are dead. Be on the watch, and make strong the rest of the things which are near to death; because as judged by me your works have not come up to God's measure."
Revelation4,"After this I looked, and, behold, a door was opened in heaven: and the first voice which I heard was as it were of a trumpet talking with me; which said, Come up hither, and I will shew thee things which must be hereafter. And immediately I was in the spirit: and, behold, a throne was set in heaven, and one sat on the throne.","After these things I saw a door open in heaven, and the first voice came to my ears, like the sound of a horn, saying, Come up here, and I will make clear to you the things which are to come. Straight away I was in the Spirit: and I saw a high seat in heaven, and one was seated on it; And to my eyes he was like a jasper and a sardius stone: and there was an arch of light round the high seat, like an emerald."
Revelation5,"And I saw in the right hand of him that sat on the throne a book written within and on the backside, sealed with seven seals. And I saw a strong angel proclaiming with a loud voice, Who is worthy to open the book, and to loose the seals thereof?","And I saw in the right hand of him who was seated on the high seat, a book with writing inside it and on the back, shut with seven stamps of wax. And I saw a strong angel saying in a loud voice, Who is able to make the book open, and to undo its stamps?"
Revelation6,"And I saw when the Lamb opened one of the seals, and I heard, as it were the noise of thunder, one of the four beasts saying, Come and see. And I saw, and behold a white horse: and he that sat on him had a bow; and a crown was given unto him: and he went forth conquering, and to conquer.","And I saw when the Lamb undid one of the stamps, and the voice of one of the four beasts came to my ears, saying as with a voice of thunder, Come and see. And I saw a white horse, and he who was seated on it had a bow; and there was given to him a crown: and he went out with power to overcome."
Revelation7,"And after these things I saw four angels standing on the four corners of the earth, holding the four winds of the earth, that the wind should not blow on the earth, nor on the sea, nor on any tree. And I saw another angel ascending from the east, having the seal of the living God: and he cried with a loud voice to the four angels, to whom it was given to hurt the earth and the sea, Saying, Hurt not the earth, neither the sea, nor the trees, till we have sealed the servants of our God in their foreheads.","After this I saw four angels in their places at the four points of the earth, keeping back the four winds in their hands, so that there might be no moving of the wind on the earth, or on the sea, or on any tree. And I saw another angel coming up from the east, having the mark of the living God: and he said with a great voice to the four angels, to whom it was given to do damage to the earth and the sea, Do no damage to the earth, or the sea, or the trees, till we have put a mark on the servants of our God."
Revelation8,"And when he had opened the seventh seal, there was silence in heaven about the space of half an hour. And I saw the seven angels which stood before God; and to them were given seven trumpets.",And when the seventh stamp was undone there was quiet in heaven for about half an hour. And I saw the seven angels who had their place before God; and seven horns were given to them.
Revelation9,"And the fifth angel sounded, and I saw a star fall from heaven unto the earth: and to him was given the key of the bottomless pit. And he opened the bottomless pit; and there arose a smoke out of the pit, as the smoke of a great furnace; and the sun and the air were darkened by reason of the smoke of the pit.","And at the sounding of the fifth angel I saw a star falling from heaven to the earth: and there was given to him the key of the great deep. And he made the great deep open and a smoke went up from it, like the smoke of a great oven; and the sun and the air were made dark because of the smoke."
Romans1,"Paul, a servant of Jesus Christ, called to be an apostle, separated unto the gospel of God, (Which he had promised afore by his prophets in the holy scriptures,) Concerning his Son Jesus Christ our Lord, which was made of the seed of David according to the flesh; And declared to be the Son of God with power, according to the spirit of holiness, by the resurrection from the dead: By whom we have received grace and apostleship, for obedience to the faith among all nations, for his name: Among whom are ye also the called of Jesus Christ: To all that be in Rome, beloved of God, called to be saints: Grace to you and peace from God our Father, and the Lord Jesus Christ. First, I thank my God through Jesus Christ for you all, that your faith is spoken of throughout the whole world.","Paul, a servant of Jesus Christ, an Apostle by the selection of God, given authority as a preacher of the good news, Of which God had given word before by his prophets in the holy Writings, About his Son who, in the flesh, came from the family of David, But was marked out as Son of God in power by the Holy Spirit through the coming to life again of the dead; Jesus Christ our Lord, Through whom grace has been given to us, sending us out to make disciples to the faith among all nations, for his name: Among whom you in the same way have been marked out to be disciples of Jesus Christ: To all those who are in Rome, loved by God, marked out as saints: Grace to you and peace from God our Father and the Lord Jesus Christ. First of all, I give praise to my God through Jesus Christ for you all, because news of your faith has gone into all the world."
Romans10,"Brethren, my heart's desire and prayer to God for Israel is, that they might be saved. For I bear them record that they have a zeal of God, but not according to knowledge.","Brothers, my heart's desire and my prayer to God for them is, that they may get salvation. For I give witness of them that they have a strong desire for God, but not with knowledge."
Romans11,"I say then, Hath God cast away his people? God forbid.","So I say, Has God put his people on one side? Let there be no such thought."
Romans12,"I beseech you therefore, brethren, by the mercies of God, that ye present your bodies a living sacrifice, holy, acceptable unto God, which is your reasonable service. And be not conformed to this world: but be ye transformed by the renewing of your mind, that ye may prove what is that good, and acceptable, and perfect, will of God.","For this reason I make request to you, brothers, by the mercies of God, that you will give your bodies as a living offering, holy, pleasing to God, which is the worship it is right for you to give him. And let not your behaviour be like that of this world, but be changed and made new in mind, so that by experience you may have knowledge of the good and pleasing and complete purpose of God."
Romans13,Let every soul be subject unto the higher powers. For there is no power but of God: the powers that be are ordained of God.,"Let everyone put himself under the authority of the higher powers, because there is no power which is not of God, and all powers are ordered by God. For which reason everyone who puts himself against the authority puts himself against the order of God: and those who are against it will get punishment for themselves."
Romans14,"Him that is weak in the faith receive ye, but not to doubtful disputations. For one believeth that he may eat all things: another, who is weak, eateth herbs.","Do not put on one side him who is feeble in faith, and do not put him in doubt by your reasonings. One man has faith to take all things as food: another who is feeble in faith takes only green food."
Romans15,"We then that are strong ought to bear the infirmities of the weak, and not to please ourselves. Let every one of us please his neighbour for his good to edification.","We who are strong have to be a support to the feeble, and not give pleasure to ourselves. Let every one of us give pleasure to his neighbour for his good, to make him strong."
Romans16,"I commend unto you Phebe our sister, which is a servant of the church which is at Cenchrea: That ye receive her in the Lord, as becometh saints, and that ye assist her in whatsoever business she hath need of you: for she hath been a succourer of many, and of myself also. Greet Priscilla and Aquila my helpers in Christ Jesus: Who have for my life laid down their own necks: unto whom not only I give thanks, but also all the churches of the Gentiles.","It is my desire to say a good word for Phoebe, who is a servant of the church in Cenchreae: That you will take her in kindly, after the way of the saints, as one who is the Lord's, and give her help in anything in which she may have need of you: because she has been a help to a great number and to myself. Give my love to Prisca and Aquila, workers with me in Christ Jesus, Who for my life put their necks in danger; to whom not only I but all the churches of the Gentiles are in debt: And say a kind word to the church which is in their house."
Romans2,"Therefore thou art inexcusable, O man, whosoever thou art that judgest: for wherein thou judgest another, thou condemnest thyself; for thou that judgest doest the same things. But we are sure that the judgment of God is according to truth against them which commit such things.","So you have no reason, whoever you are, for judging: for in judging another you are judging yourself, for you do the same things. And we are conscious that God is a true judge against those who do such things."
Romans3,What advantage then hath the Jew? or what profit is there of circumcision?,How then is the Jew better off? or what profit is there in circumcision?
Romans4,"What shall we say then that Abraham our father, as pertaining to the flesh, hath found? For if Abraham were justified by works, he hath whereof to glory; but not before God.","What, then, may we say that Abraham, our father after the flesh, has got? For if Abraham got righteousness by works, he has reason for pride; but not before God."
Romans5,"Therefore being justified by faith, we have peace with God through our Lord Jesus Christ: By whom also we have access by faith into this grace wherein we stand, and rejoice in hope of the glory of God. And not only so, but we glory in tribulations also: knowing that tribulation worketh patience; And patience, experience; and experience, hope: And hope maketh not ashamed; because the love of God is shed abroad in our hearts by the Holy Ghost which is given unto us.","For which reason, because we have righteousness through faith, let us be at peace with God through our Lord Jesus Christ; Through whom, in the same way, we have been able by faith to come to this grace in which we now are; and let us have joy in hope of the glory of God. And not only so, but let us have joy in our troubles: in the knowledge that trouble gives us the power of waiting; And waiting gives experience; and experience, hope: And hope does not put to shame; because our hearts are full of the love of God through the Holy Spirit which is given to us."
Romans6,"What shall we say then? Shall we continue in sin, that grace may abound?","What may we say, then? are we to go on in sin so that there may be more grace?"
Romans7,"Know ye not, brethren, (for I speak to them that know the law,) how that the law hath dominion over a man as long as he liveth? For the woman which hath an husband is bound by the law to her husband so long as he liveth; but if the husband be dead, she is loosed from the law of her husband.","Is it not clear, my brothers (I am using an argument to those who have knowledge of the law), that the law has power over a man as long as he is living? For the woman who has a husband is placed by the law under the power of her husband as long as he is living; but if her husband is dead, she is free from the law of the husband."
Romans8,"There is therefore now no condemnation to them which are in Christ Jesus, who walk not after the flesh, but after the Spirit. For the law of the Spirit of life in Christ Jesus hath made me free from the law of sin and death.",For this cause those who are in Christ Jesus will not be judged as sinners. For the law of the Spirit of life in Christ Jesus has made me free from the law of sin and death.
Romans9,"I say the truth in Christ, I lie not, my conscience also bearing me witness in the Holy Ghost, That I have great heaviness and continual sorrow in my heart. For I could wish that myself were accursed from Christ for my brethren, my kinsmen according to the flesh: Who are Israelites; to whom pertaineth the adoption, and the glory, and the covenants, and the giving of the law, and the service of God, and the promises; Whose are the fathers, and of whom as concerning the flesh Christ came, who is over all, God blessed for ever.","I say what is true in Christ, and not what is false, my mind giving witness with me in the Holy Spirit, That I am full of sorrow and pain without end. For I have a desire to take on myself the curse for my brothers, my family in the flesh: Who are Israelites: who have the place of sons, and the glory, and the agreements with God, and the giving of the law, and the worship, and the hope offered by God: Whose are the fathers, and of whom came Christ in the flesh, who is over all, God, to whom be blessing for ever."
Ruth1,"Now it came to pass in the days when the judges ruled, that there was a famine in the land. And a certain man of Bethlehemjudah went to sojourn in the country of Moab, he, and his wife, and his two sons.","Now there came a time, in the days of the judges, when there was no food in the land. And a certain man went from Beth-lehem-judah, he and his wife and his two sons, to make a living-place in the country of Moab."
Ruth2,"And Naomi had a kinsman of her husband's, a mighty man of wealth, of the family of Elimelech; and his name was Boaz. And Ruth the Moabitess said unto Naomi, Let me now go to the field, and glean ears of corn after him in whose sight I shall find grace.","And Naomi had a relation of her husband, a man of wealth, of the family of Elimelech; and his name was Boaz. And Ruth the Moabitess said to Naomi, Now let me go into the field and take up the heads of grain after him in whose eyes I may have grace."
Ruth3,"Then Naomi her mother in law said unto her, My daughter, shall I not seek rest for thee, that it may be well with thee? And now is not Boaz of our kindred, with whose maidens thou wast?","And Naomi, her mother-in-law, said to her, My daughter, am I not to get you a resting-place where you may be in comfort? And now, is there not Boaz, our relation, with whose young women you were?"
Ruth4,"Then went Boaz up to the gate, and sat him down there: and, behold, the kinsman of whom Boaz spake came by; unto whom he said, Ho, such a one! turn aside, sit down here.","And Boaz went up to the public place of the town, and took his seat there: and the near relation of whom he had been talking came by; and Boaz, crying out to him by name, said, Come and be seated here. And he came and was seated."
SongofSolomon1,"The song of songs, which is Solomon's. Let him kiss me with the kisses of his mouth: for thy love is better than wine.","The song of Songs, which is Solomon's. Let him give me the kisses of his mouth: for his love is better than wine."
SongofSolomon2,"I am the rose of Sharon, and the lily of the valleys. As the lily among thorns, so is my love among the daughters.","I am a rose of Sharon, a flower of the valleys. As the lily-flower among the thorns of the waste, so is my love among the daughters."
SongofSolomon3,"By night on my bed I sought him whom my soul loveth: I sought him, but I found him not. I will rise now, and go about the city in the streets, and in the broad ways I will seek him whom my soul loveth: I sought him, but I found him not.","By night on my bed I was looking for him who is the love of my soul: I was looking for him, but I did not see him. I will get up now and go about the town, in the streets and in the wide ways I will go after him who is the love of my soul: I went after him, but I did not see him."
SongofSolomon4,"Behold, thou art fair, my love; behold, thou art fair; thou hast doves' eyes within thy locks: thy hair is as a flock of goats, that appear from mount Gilead. Thy teeth are like a flock of sheep that are even shorn, which came up from the washing; whereof every one bear twins, and none is barren among them.","See, you are fair, my love, you are fair; you have the eyes of a dove; your hair is as a flock of goats, which take their rest on the side of Gilead. Your teeth are like a flock of sheep whose wool is newly cut, which come up from the washing; every one has two lambs, and there is not one without young."
SongofSolomon5,"I am come into my garden, my sister, my spouse: I have gathered my myrrh with my spice; I have eaten my honeycomb with my honey; I have drunk my wine with my milk: eat, O friends; drink, yea, drink abundantly, O beloved. I sleep, but my heart waketh: it is the voice of my beloved that knocketh, saying, Open to me, my sister, my love, my dove, my undefiled: for my head is filled with dew, and my locks with the drops of the night.","I have come into my garden, my sister, my bride; to take my myrrh with my spice; my wax with my honey; my wine with my milk. Take meat, O friends; take wine, yes, be overcome with love."
SongofSolomon6,"Whither is thy beloved gone, O thou fairest among women? whither is thy beloved turned aside?","Where is your loved one gone, O most fair among women? Where is your loved one turned away, that we may go looking for him with you?"
SongofSolomon7,"How beautiful are thy feet with shoes, O prince's daughter! the joints of thy thighs are like jewels, the work of the hands of a cunning workman.","How beautiful are your feet in their shoes, O king's daughter! The curves of your legs are like jewels, the work of the hands of a good workman: Your stomach is a store of grain with lilies round it, and in the middle a round cup full of wine."
SongofSolomon8,"O that thou wert as my brother, that sucked the breasts of my mother! when I should find thee without, I would kiss thee; yea, I should not be despised.","Oh that you were my brother, who took milk from my mother's breasts! When I came to you in the street, I would give you kisses; yes, I would not be looked down on."
Titus1,"Paul, a servant of God, and an apostle of Jesus Christ, according to the faith of God's elect, and the acknowledging of the truth which is after godliness; In hope of eternal life, which God, that cannot lie, promised before the world began; But hath in due times manifested his word through preaching, which is committed unto me according to the commandment of God our Saviour; To Titus, mine own son after the common faith: Grace, mercy, and peace, from God the Father and the Lord Jesus Christ our Saviour. For this cause left I thee in Crete, that thou shouldest set in order the things that are wanting, and ordain elders in every city, as I had appointed thee: If any be blameless, the husband of one wife, having faithful children not accused of riot or unruly.","Paul, a servant of God, and an Apostle of Jesus Christ, in agreement with the faith of the saints of God and the full knowledge of what is true in harmony with religion, In the hope of eternal life, which was made certain before eternal time, by the word of God who is ever true; Who, in his time, made clear his word in the good news, of which, by the order of God our Saviour, I became a preacher; To Titus, my true child in our common faith: Grace and peace from God the Father and Christ Jesus our Saviour. I did not take you with me when I went away from Crete, so that you might do what was necessary to put things in order there, placing men in authority over the churches in every town, as I said to you; Men having a good record, husbands of one wife, whose children are of the faith, children of whom it may not be said that they are given to loose living or are uncontrolled."
